"","B2Bcontrolrep1","B2Bcontrolrep2","B2BNicotine125rep1","B2BNicotine125rep2","B2BNicotine250rep1","B2BNicotine250rep2","Hcontrolrep1","Hcontrolrep2","Hcontrol125rep1","Hcontrol125rep2","Hcontrol250rep1","Hcontrol250rep2"
"ENSG00000231332",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235174",7995,13749,10911,11730,9772,16789,7004,8562,11630,9346,13556,16876
"ENSG00000224221",0,0,0,2,0,0,0,0,0,0,0,0
"ENSG00000080007",3,6,2,2,2,3,2,0,1,0,4,2
"ENSG00000164430",1111,1882,1461,1416,1310,2296,1053,1361,1689,1277,1920,2140
"ENSG00000135297",747,1414,1084,1099,827,1530,804,980,1139,925,1319,1383
"ENSG00000207023",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000271986",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000156508",271551,461232,386769,371445,325541,549848,218402,270184,362625,283485,384420,471631
"ENSG00000229862",2,0,0,0,0,0,0,0,1,0,1,0
"ENSG00000223967",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000119899",719,1301,967,909,1005,1760,502,629,904,718,1351,1674
"ENSG00000218459",0,0,0,0,2,2,0,1,0,1,2,5
"ENSG00000231652",6,5,3,9,6,7,6,7,8,5,19,21
"ENSG00000156535",532,1035,692,680,695,1485,657,810,980,850,1611,1770
"ENSG00000279790",0,0,1,0,0,0,2,0,1,0,0,0
"ENSG00000217268",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000223786",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000217178",0,0,0,0,0,2,0,1,0,0,0,0
"ENSG00000272243",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000218483",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224583",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000219736",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000111799",22733,39164,33712,30357,30975,56018,26080,34749,51824,36498,64225,69923
"ENSG00000112695",4771,8415,6777,6961,5879,10146,4996,6104,8253,6207,9611,11825
"ENSG00000112697",7115,13119,10184,9747,8809,16944,8947,11312,14658,12150,17472,19877
"ENSG00000225793",24,42,27,34,32,35,25,40,44,21,39,51
"ENSG00000118407",5,7,10,4,5,5,5,4,7,3,10,15
"ENSG00000203489",12,22,14,19,15,39,35,32,31,35,34,48
"ENSG00000237174",0,1,1,0,0,0,0,0,0,0,0,0
"ENSG00000221332",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000263533",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238156",0,0,0,2,0,0,0,0,0,0,0,0
"ENSG00000217680",1,4,1,5,2,6,3,6,14,3,8,1
"ENSG00000201291",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000219722",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000220730",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252137",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000112701",1897,3633,2698,2682,2128,3942,2457,2960,3895,3192,4039,4630
"ENSG00000217488",0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000252498",2,4,0,0,1,3,0,0,2,0,5,0
"ENSG00000200091",0,0,0,0,0,0,0,1,0,1,1,0
"ENSG00000285401",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000196586",1894,3351,2543,2389,2239,4231,1931,2458,3041,2766,4162,4535
"ENSG00000252156",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000223169",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000112706",8,10,7,8,4,23,12,9,19,9,31,29
"ENSG00000200040",0,0,0,0,0,0,0,0,2,0,0,0
"ENSG00000222652",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238697",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236635",1,0,1,2,0,6,1,0,1,1,4,2
"ENSG00000272445",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000280511",1,0,0,0,0,5,0,3,1,1,0,3
"ENSG00000231762",0,0,0,0,0,0,0,0,1,0,1,1
"ENSG00000271945",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000276064",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000135312",2,2,1,3,0,3,4,5,6,5,11,15
"ENSG00000219253",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000269964",0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000230309",0,0,0,0,0,0,0,0,0,0,2,0
"ENSG00000229495",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000146243",142,222,210,156,202,420,125,191,266,206,371,424
"ENSG00000146247",2911,5506,4842,4324,4035,7327,3721,4688,6383,5214,7466,8687
"ENSG00000217512",0,3,0,0,4,0,2,0,1,0,0,1
"ENSG00000286340",17,39,26,28,15,57,12,21,25,34,39,57
"ENSG00000118418",1025,1732,1748,1682,1563,3005,1263,1538,2018,1603,2447,2749
"ENSG00000270362",25,53,35,54,49,92,33,39,48,50,65,86
"ENSG00000220154",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000201464",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000286042",0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000217786",4,3,6,6,2,3,0,5,4,1,7,7
"ENSG00000218029",0,0,3,1,1,1,0,1,2,0,0,1
"ENSG00000262048",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231533",0,2,4,0,0,2,9,0,1,0,0,2
"ENSG00000218748",6,10,6,6,6,18,2,10,5,4,6,6
"ENSG00000135338",267,426,388,342,317,534,175,255,336,310,391,554
"ENSG00000287811",5,20,7,5,14,15,9,10,13,8,23,17
"ENSG00000261970",1,0,0,0,0,3,0,0,0,0,3,0
"ENSG00000272137",0,2,0,0,0,1,1,0,2,1,0,2
"ENSG00000279659",1,4,1,5,2,3,0,7,4,4,1,2
"ENSG00000198478",11,14,37,33,92,117,137,181,240,179,331,379
"ENSG00000235357",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000220918",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285586",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233835",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000118402",499,795,610,668,751,1200,453,537,743,563,995,1118
"ENSG00000287816",0,0,0,3,0,1,0,2,3,1,2,1
"ENSG00000218582",2846,4699,3654,3574,3312,5590,3430,4253,5371,4054,5822,7293
"ENSG00000220311",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000112742",3609,6095,5057,4847,4224,7258,4246,5114,6802,5540,6730,8190
"ENSG00000288071",2,7,4,8,1,8,9,16,6,4,4,4
"ENSG00000218418",1089,1910,1645,1491,1240,2248,977,1131,1562,1196,1773,2028
"ENSG00000217377",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000083123",528,867,657,717,586,1160,520,675,829,727,909,1103
"ENSG00000272129",18,22,22,29,22,45,23,34,35,21,33,44
"ENSG00000219547",1,4,2,4,1,5,3,2,1,3,5,6
"ENSG00000279022",2,2,7,0,2,11,4,8,4,3,7,4
"ENSG00000233967",27,46,28,24,20,29,23,31,37,23,34,78
"ENSG00000260645",7,16,8,8,9,16,2,12,20,10,25,23
"ENSG00000219361",0,0,0,0,2,0,0,0,3,1,0,1
"ENSG00000181705",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000216352",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000112773",454,769,535,613,588,1009,412,439,639,485,725,890
"ENSG00000226089",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277797",0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000212336",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232031",0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000206886",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000219702",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224995",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226453",1,1,1,0,0,0,0,1,3,0,0,0
"ENSG00000260574",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000005700",3868,6602,5220,5023,4151,7227,3647,4379,5942,4857,6152,6935
"ENSG00000223044",1,0,1,0,3,0,1,1,0,1,1,1
"ENSG00000220537",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000286875",0,0,0,0,0,0,0,1,0,0,0,1
"ENSG00000146242",1206,2032,1562,1781,1678,2778,1544,2031,2816,2174,3000,3608
"ENSG00000118420",287,449,369,339,321,583,193,210,346,252,356,472
"ENSG00000220091",0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000227215",0,0,2,0,2,2,0,0,0,0,0,2
"ENSG00000083097",413,717,638,579,529,936,410,547,820,650,845,981
"ENSG00000013375",3028,5216,4303,4194,3592,6267,3253,4020,5277,4104,5535,6412
"ENSG00000013392",425,806,560,567,479,965,430,560,816,580,827,1041
"ENSG00000065833",1602,2728,2187,2150,1917,3401,1550,1881,2616,2003,2838,3401
"ENSG00000219951",32,47,37,31,32,56,35,57,42,39,53,84
"ENSG00000146250",23,27,20,16,27,35,13,21,29,10,25,25
"ENSG00000065609",5,1,4,10,39,70,71,79,119,100,206,279
"ENSG00000237874",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000287705",0,0,0,0,1,1,0,2,2,4,5,4
"ENSG00000203877",0,3,7,4,4,9,23,24,39,29,52,57
"ENSG00000065615",1340,2436,1886,1986,1718,3013,1642,2026,2694,2411,3299,3912
"ENSG00000228679",0,0,0,0,0,0,0,0,0,1,0,1
"ENSG00000230852",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000135324",0,11,21,24,61,104,67,120,177,135,216,236
"ENSG00000135315",256,468,380,379,299,629,223,317,471,332,523,664
"ENSG00000231776",0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000226309",34,33,36,26,21,61,45,49,62,64,76,89
"ENSG00000112837",879,1665,1297,1252,982,1915,1061,1478,2084,1688,2021,2253
"ENSG00000228290",0,3,0,0,2,2,3,0,2,1,2,2
"ENSG00000219604",1,0,0,0,0,0,0,1,1,0,0,0
"ENSG00000287294",0,3,1,0,2,0,3,1,0,0,2,1
"ENSG00000216523",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000220291",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000216902",0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000217060",192,342,278,280,240,419,280,293,377,291,276,342
"ENSG00000213211",2,4,1,2,1,2,5,4,4,6,3,1
"ENSG00000234155",44,64,53,50,39,70,52,101,80,81,60,56
"ENSG00000216439",0,3,0,4,2,4,3,3,2,3,7,2
"ENSG00000214460",692,1292,993,1002,860,1537,1027,1280,1673,1397,1978,2641
"ENSG00000135318",541,935,869,794,614,1019,2711,3683,3988,3062,3076,3219
"ENSG00000280232",0,0,0,0,2,0,3,1,0,0,0,2
"ENSG00000135317",2801,5191,3712,3962,3311,6026,3056,3677,5293,4460,5854,6946
"ENSG00000271793",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000135316",8476,15001,12711,12195,9429,16911,9484,11704,15824,12609,14699,16828
"ENSG00000203875",492,867,662,657,594,1091,383,587,689,571,695,964
"ENSG00000220563",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000275072",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000217334",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000198738",1,5,6,2,3,0,6,5,3,4,4,2
"ENSG00000222686",0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000200427",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000218766",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000288021",0,0,0,0,1,1,0,0,4,0,1,1
"ENSG00000202103",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000220069",2,1,0,3,3,2,2,2,0,0,5,2
"ENSG00000217272",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000220831",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000219500",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000243124",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000218561",0,2,0,0,0,0,0,0,0,0,0,0
"ENSG00000219190",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000217769",91,216,170,159,165,258,117,206,200,196,243,294
"ENSG00000220240",0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000168830",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000214457",0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000217169",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000217776",29,54,42,42,44,89,53,58,75,53,78,89
"ENSG00000252697",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000135346",0,0,0,0,0,0,0,1,3,0,2,0
"ENSG00000215477",15,25,11,13,15,26,8,12,20,26,29,25
"ENSG00000272008",4,6,7,6,14,19,10,15,11,14,10,27
"ENSG00000188994",1518,2636,2174,1841,1853,3137,1835,2121,2811,2297,3386,3854
"ENSG00000218313",1,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000164411",0,0,1,0,0,0,0,0,1,0,2,0
"ENSG00000216990",115,140,116,127,84,152,96,91,154,99,146,151
"ENSG00000111850",203,414,269,294,284,458,203,248,366,325,411,545
"ENSG00000203872",5,5,6,4,3,20,2,7,19,7,19,15
"ENSG00000279616",0,0,2,0,0,2,0,0,0,1,1,0
"ENSG00000272514",1,4,0,0,3,1,1,1,1,0,9,0
"ENSG00000213204",0,4,6,10,8,14,1,4,3,2,8,14
"ENSG00000216324",0,0,0,0,0,0,1,0,1,0,0,0
"ENSG00000218793",2,6,5,8,5,12,2,2,8,4,6,6
"ENSG00000218698",0,1,0,0,1,1,0,0,0,0,0,0
"ENSG00000164414",293,521,351,421,311,613,221,321,456,372,624,757
"ENSG00000206715",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000146282",1304,2328,1993,1884,1527,2750,1628,1979,2576,2104,2889,3475
"ENSG00000135336",2184,3945,2998,2936,2473,4115,1906,2260,2918,2431,3612,4092
"ENSG00000135334",1065,1827,1448,1704,1628,2671,1971,2319,3309,2440,3009,3749
"ENSG00000238628",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207131",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000240997",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000271114",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000286278",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000118434",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000118432",0,0,1,1,0,0,5,15,42,32,66,68
"ENSG00000279565",2,0,0,0,0,0,1,0,1,0,1,0
"ENSG00000234426",0,0,0,0,0,0,1,1,2,0,1,0
"ENSG00000220131",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000220267",3,4,3,3,1,5,5,7,13,6,13,15
"ENSG00000286871",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000111880",1770,3088,2415,2220,1895,3426,1671,2173,2638,2283,3162,3541
"ENSG00000222145",0,0,2,0,0,0,0,0,0,0,0,0
"ENSG00000280277",0,0,1,1,0,0,0,0,0,1,0,0
"ENSG00000220130",153,225,167,177,151,324,203,292,318,266,403,537
"ENSG00000220960",5,20,17,11,7,17,5,8,10,8,21,12
"ENSG00000223001",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000271931",1,1,0,0,1,3,1,0,0,0,0,1
"ENSG00000146278",1181,2131,1385,1465,1603,2692,1291,1467,2064,1546,2494,3501
"ENSG00000264017",1,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000154548",3,17,16,18,19,17,20,20,38,28,50,66
"ENSG00000288009",16,31,33,27,37,42,18,14,24,21,21,21
"ENSG00000146281",1326,2274,1704,1720,1517,3031,1239,1546,1824,1546,2307,2378
"ENSG00000146276",0,3,0,0,0,0,0,1,0,0,0,0
"ENSG00000111886",4,2,6,3,5,3,2,5,9,1,17,7
"ENSG00000220418",5,5,12,9,2,14,6,7,6,9,6,6
"ENSG00000198833",2758,5067,4380,4262,3893,6385,3321,4172,5288,4458,5354,6396
"ENSG00000025039",134,207,447,411,627,1125,118,120,245,198,501,716
"ENSG00000218965",117,171,146,125,131,221,95,114,152,137,204,237
"ENSG00000135299",7,26,48,34,79,115,53,50,97,55,148,158
"ENSG00000239316",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237027",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000083099",1287,2346,1842,1822,1528,2974,1334,1683,2186,1762,2356,2547
"ENSG00000112159",2383,4245,3627,3324,3182,5652,2103,2723,3944,3022,4437,4940
"ENSG00000228124",4,3,3,2,1,6,1,3,5,0,1,1
"ENSG00000220871",1,1,0,0,0,1,0,0,0,0,0,0
"ENSG00000217653",0,0,0,0,0,2,0,1,0,0,2,0
"ENSG00000118412",1937,3463,2762,2519,2306,4075,1761,2111,2848,2445,3601,4086
"ENSG00000199630",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000218300",0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000219240",0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000135355",0,0,0,0,1,0,0,1,0,0,0,0
"ENSG00000252891",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000112182",18,22,24,41,35,66,32,26,43,24,71,69
"ENSG00000226455",0,0,0,1,0,0,0,0,3,0,5,2
"ENSG00000222078",0,0,0,0,0,2,0,0,0,0,0,0
"ENSG00000287789",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000218730",4,4,1,5,4,8,3,8,6,0,3,7
"ENSG00000260271",1,1,0,0,0,2,1,0,0,1,2,1
"ENSG00000266760",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000135341",2701,4753,3780,3570,3325,6062,2912,3742,4830,3892,5505,6439
"ENSG00000224605",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000263734",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224944",0,0,0,0,0,0,0,0,0,0,1,3
"ENSG00000262095",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000219087",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000220340",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000240961",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000219867",0,0,0,0,1,0,0,1,0,0,0,0
"ENSG00000285961",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000220553",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000200492",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261038",0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000288101",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000220908",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000221455",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000219387",0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000235099",0,0,0,0,1,0,0,1,1,1,1,2
"ENSG00000213187",34,67,45,55,31,72,33,44,59,42,35,68
"ENSG00000135333",0,0,1,2,1,2,2,0,0,1,2,1
"ENSG00000287683",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000288085",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000280451",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252249",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229600",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231143",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000220370",8,10,5,11,6,10,7,13,10,7,14,14
"ENSG00000279403",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270484",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000216853",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000219627",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261366",4,10,5,4,6,11,3,1,6,6,5,5
"ENSG00000172469",742,1309,1021,971,1014,1751,703,869,1243,1033,1488,1817
"ENSG00000219549",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000287578",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000219941",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000172461",0,0,0,0,0,0,0,0,1,0,0,1
"ENSG00000233797",0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000242560",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000014123",923,1587,1300,1226,1107,1971,969,1197,1617,1324,1639,1869
"ENSG00000112214",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213183",275,453,360,339,303,485,195,255,331,276,397,487
"ENSG00000207309",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000219139",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000217331",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000216518",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224384",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000112218",0,0,2,2,11,11,0,1,3,0,11,11
"ENSG00000123545",548,1045,841,857,576,1128,551,670,825,655,819,925
"ENSG00000263479",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000186231",0,0,0,0,3,2,4,0,2,2,2,3
"ENSG00000146263",1684,3265,2455,2334,1836,3545,1624,2158,2555,2112,2913,3428
"ENSG00000271860",1,0,3,4,3,9,0,2,2,1,3,0
"ENSG00000226207",0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000238367",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000220505",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236920",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000187472",94,182,115,125,105,194,113,129,131,98,142,157
"ENSG00000283010",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000184486",0,2,1,1,3,11,1,2,1,0,2,0
"ENSG00000112234",606,1114,804,769,716,1284,497,652,781,631,977,1202
"ENSG00000271042",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265226",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232699",57,75,53,44,45,98,22,19,62,46,64,87
"ENSG00000146267",44,88,87,99,101,148,113,131,216,158,326,348
"ENSG00000132423",860,1525,1187,1198,982,1937,589,752,1153,919,1190,1307
"ENSG00000132424",1735,2632,2058,1835,1624,3343,1591,2084,3067,2273,3402,3902
"ENSG00000228506",44,69,72,54,37,92,68,69,122,75,90,123
"ENSG00000123552",505,1043,746,720,606,1151,463,606,740,641,922,983
"ENSG00000279170",75,178,137,115,125,203,108,100,146,111,184,241
"ENSG00000274603",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000112237",2044,3634,2744,2922,2315,4094,2136,2552,3388,2742,3419,4292
"ENSG00000219755",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000112238",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199303",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000152034",0,0,0,0,0,0,0,1,2,0,0,4
"ENSG00000229315",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000219257",314,536,445,391,305,613,297,331,480,349,513,605
"ENSG00000275716",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213177",136,244,201,197,181,318,162,162,268,190,294,355
"ENSG00000216378",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000112246",58,78,72,70,83,102,3,7,10,6,14,18
"ENSG00000228082",0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000112249",2003,3460,2795,2581,2347,4239,2373,3021,3980,3196,4599,5112
"ENSG00000220695",41,38,35,40,43,57,37,29,45,34,32,31
"ENSG00000260000",47,69,80,78,64,139,30,43,84,59,98,92
"ENSG00000270987",96,149,127,126,110,203,103,159,206,134,171,171
"ENSG00000164418",6,2,6,2,3,3,0,2,8,2,1,11
"ENSG00000218475",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000287397",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000218536",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000287499",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000219757",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000217120",0,0,0,0,2,1,0,0,0,0,1,1
"ENSG00000202283",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000288084",0,0,1,0,2,1,1,0,1,0,0,3
"ENSG00000216817",8,3,6,8,4,11,2,3,9,8,4,3
"ENSG00000214428",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000287616",1,0,4,2,0,4,4,0,4,0,1,2
"ENSG00000218173",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000085382",746,1330,1150,1074,1024,2008,770,994,1371,1089,1695,2079
"ENSG00000252944",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227535",0,1,0,1,0,0,0,1,0,0,0,0
"ENSG00000271099",0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000203809",0,0,1,0,0,1,1,2,0,1,0,0
"ENSG00000187772",0,0,1,3,8,13,0,2,3,4,4,7
"ENSG00000212147",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000112276",457,903,601,599,557,1090,367,431,595,470,772,905
"ENSG00000203808",21,53,28,40,34,32,11,15,24,22,29,46
"ENSG00000132429",360,660,472,476,407,718,302,315,469,362,565,679
"ENSG00000085377",1609,2672,2301,2265,2277,3925,1961,2446,3268,2533,3701,4572
"ENSG00000231628",4,16,17,8,9,20,6,10,32,12,18,22
"ENSG00000216639",0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000219902",0,2,0,0,1,0,0,0,0,2,0,0
"ENSG00000286084",4,4,5,13,5,7,6,7,7,12,11,17
"ENSG00000237567",0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000219088",7,24,22,14,14,23,12,7,11,11,22,23
"ENSG00000284999",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000200198",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000057657",50,104,70,55,72,134,64,62,129,89,124,143
"ENSG00000057663",2158,3866,2890,2985,2418,4177,2149,2565,3335,2782,3992,4790
"ENSG00000269919",0,1,0,0,0,0,0,0,0,1,1,1
"ENSG00000273744",0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000244710",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252444",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233941",0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000112297",413,616,538,486,494,835,265,324,548,413,599,697
"ENSG00000207499",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000202386",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000282408",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000200314",0,0,0,0,0,0,2,0,0,0,0,0
"ENSG00000130347",387,712,603,570,534,944,392,507,749,580,662,870
"ENSG00000200295",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000130348",593,1121,798,751,552,1169,671,802,1070,839,1090,1193
"ENSG00000216977",0,0,1,1,0,1,1,0,0,0,2,3
"ENSG00000229654",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235142",1,3,0,1,0,3,0,0,0,0,5,0
"ENSG00000202285",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207577",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000272398",40,62,36,53,36,65,31,39,58,63,64,59
"ENSG00000130349",312,510,391,358,287,634,276,257,441,366,529,648
"ENSG00000178409",265,551,470,421,384,633,261,364,498,386,521,582
